0,13.049982822304102
1,37.607852648362616
2,10.211179424202454
3,10.178742966903478
4,100000000.0
5,100000000.0
6,1.4584809372262284
7,100000000.0
8,0.8257714582413271
9,12.860640535225802
10,2.2602098434343425
11,3.6011586275955043
12,0.4481951605872048
13,3.8390116615806718
14,0.183418681101782
15,3.0555177823232915
16,0.08132012871135383
17,0.3410526842266214
18,0.07650741583434283
19,0.5497319839503746
20,0.023999199185962057
21,0.3302759557953935
22,0.013939081134019702
23,0.02845873818780136
24,0.0037969778807359776
25,0.05043086243804467
26,0.0037159483474196115
27,0.041781163346506923
28,0.0014374087581189188
29,0.01097613324680709
30,0.0006314874072135838
31,0.004534454075057884
32,0.0008573550197257683
33,0.006163075278250435
34,0.0001496087656438996
35,0.00042421057269186296
36,0.0011155402955363818
37,0.0001351964736672835
38,0.0005837654269904611
39,8.911273595669912e-05
40,0.0009357805387649937
41,2.6881364935761364e-06
42,0.0001344738639972214
43,4.774335338164092e-05
44,0.00010228886508775715
45,3.216939160022436e-05
46,8.800637488252953e-06
47,3.628449241380699e-05
48,7.881704854023058e-06
49,2.3157890414126544e-05
50,1.8261944887007325e-06
51,6.580049256040434e-06
52,1.5402665566726205e-06
53,5.1686794006721215e-06
54,4.838504372197351e-07
55,9.713717258571449e-06
56,8.982750923190218e-08
57,7.312528638104883e-07
58,1.1935441339507823e-07
59,1.2482113791434326e-06
60,6.265021983442985e-08
61,1.7778682629695467e-07
62,2.409988141605914e-08
63,2.9268364777510645e-07
64,8.781968196255776e-09
65,1.745559477737898e-07
66,9.288579081184094e-09
67,1.5581341571854153e-08
68,3.012004325820046e-09
69,3.444105770565347e-08
70,7.298807882260397e-10
71,2.1821102067596707e-08
72,1.405909331563138e-09
73,2.5059548213795685e-09
74,5.943185867609408e-10
75,3.282221604607053e-09
76,2.2412094099839679e-10
77,3.5507598236745607e-09
78,6.613324594814088e-11
79,2.2997143503135626e-10
80,3.231876717102278e-11
81,4.724003603928424e-10
82,3.3580579229400345e-11
83,2.481615069940116e-10
84,4.7402894454343284e-12
85,8.657422308942564e-11
86,6.463252123583549e-12
87,3.522576040639724e-11
88,7.773129453083904e-12
89,9.226626070663837e-12
90,1.8184071055751592e-12
91,1.7264576892229494e-11
92,8.314965747033894e-13
93,1.6478900284648542e-11
94,5.113284827577523e-13
95,8.729896853512024e-13
96,1.3223383308065025e-13
97,3.190150580004476e-12
98,5.645747198233184e-14
99,7.635534785946363e-13
